0,355,0,0,1,0,0,0,1,0,1,0,6,1,4,5,7,10,9,2,8,3
1,214,0,1,0,0,0,0,0,1,0,1,1,10,7,4,8,3,9,2,6,5
1,363,0,0,1,0,0,0,0,1,0,1,8,1,3,4,9,5,6,2,10,7
0,395,0,0,0,0,1,0,0,1,0,1,5,6,8,1,3,4,2,7,9,10
1,707,0,1,0,0,0,0,0,1,0,1,9,7,6,1,4,10,3,8,5,2
1,276,0,0,1,0,0,0,1,0,1,0,7,3,10,1,6,2,5,9,8,4
0,241,0,0,0,1,0,0,1,0,1,0,5,8,1,2,3,9,4,6,10,7
1,196,0,0,1,0,0,0,1,0,1,0,7,4,8,9,1,10,3,2,5,6
0,336,0,0,1,0,0,0,0,1,0,1,3,4,8,9,1,5,6,7,2,10
1,308,1,0,0,0,0,0,1,0,1,0,1,4,2,9,7,3,10,8,5,6
1,623,0,1,0,0,0,0,0,1,0,1,8,9,4,3,7,6,1,5,10,2
1,416,0,1,0,0,0,0,1,0,1,0,5,8,2,4,3,6,7,9,1,10
1,191,0,0,1,0,0,0,0,1,0,1,8,5,6,2,1,4,9,3,10,7
0,195,0,0,0,1,0,0,1,0,1,0,4,2,1,9,8,3,10,7,6,5
1,234,0,0,1,0,0,0,1,0,1,0,3,8,2,1,5,6,10,9,7,4
0,192,0,0,1,0,0,0,1,0,1,0,8,5,4,6,1,2,3,7,9,10
1,431,0,0,1,0,0,0,0,1,1,0,4,5,1,6,10,7,8,9,3,2
0,222,0,0,1,0,0,0,0,1,1,0,8,5,2,3,1,4,7,9,6,10
0,296,0,0,1,0,0,0,1,0,1,0,8,6,1,2,3,5,9,4,10,7
1,380,0,0,1,0,0,0,0,1,1,0,6,8,5,1,4,9,2,3,10,7
0,238,0,1,0,0,0,0,1,0,1,0,5,8,1,6,3,2,9,4,7,10
0,378,0,0,0,1,0,0,1,0,1,0,8,4,6,5,1,2,7,9,10,3
0,289,0,0,0,1,0,0,0,1,0,1,2,1,8,7,3,6,9,10,4,5
0,273,0,0,0,1,0,0,0,1,0,1,6,8,5,1,3,4,9,2,7,10
0,502,0,0,1,0,0,0,1,0,1,0,3,1,7,9,8,10,2,6,5,4
0,329,0,0,0,1,0,0,0,1,0,1,8,1,6,5,2,3,9,4,7,10
0,296,0,0,1,0,0,0,1,0,1,0,6,2,1,4,7,9,8,3,5,10
1,212,0,0,1,0,0,0,1,0,1,0,8,3,6,1,5,9,4,10,2,7
1,513,0,0,1,0,0,0,0,1,0,1,6,8,4,2,3,9,10,7,1,5
0,282,0,0,1,0,0,0,1,0,1,0,8,5,4,3,1,2,6,9,7,10
1,219,0,1,0,0,0,0,1,0,1,0,4,8,3,6,7,9,1,2,10,5
1,446,0,0,1,0,0,0,1,0,1,0,8,2,3,1,9,6,7,5,10,4
0,260,0,1,0,0,0,0,1,0,1,0,8,1,5,2,6,3,7,9,4,10
0,446,0,0,0,0,0,1,0,1,0,1,3,6,7,5,1,10,9,8,2,4
0,390,0,0,0,0,1,0,0,1,0,1,8,3,2,9,1,5,4,7,10,6
0,421,0,0,0,1,0,0,0,1,0,1,6,8,2,5,3,1,9,4,10,7
0,300,0,1,0,0,0,0,0,1,0,1,1,8,4,3,2,5,6,9,7,10
1,418,0,0,1,0,0,0,0,1,0,1,8,3,7,6,2,1,9,4,10,5
1,310,0,0,0,1,0,0,1,0,0,1,5,2,3,8,6,9,4,1,7,10
1,259,0,0,0,1,0,0,1,0,1,0,2,3,9,8,7,1,4,10,6,5
1,310,0,0,1,0,0,0,1,0,1,0,6,1,7,5,4,10,2,9,8,3
0,246,0,1,0,0,0,0,0,1,0,1,8,1,2,3,9,4,7,6,10,5
0,305,0,0,1,0,0,0,1,0,1,0,8,5,3,1,4,9,6,10,2,7
0,249,0,0,0,1,0,0,0,1,0,1,9,8,6,5,3,2,7,1,4,10
1,391,0,0,0,1,0,0,1,0,1,0,9,1,4,5,6,2,3,8,10,7
0,264,1,0,0,0,0,0,1,0,1,0,8,3,5,1,4,9,7,6,2,10
0,268,0,0,0,1,0,0,0,1,0,1,8,9,2,5,6,4,1,7,10,3
1,251,0,0,1,0,0,0,0,1,0,1,1,4,8,2,9,10,7,5,3,6
0,286,0,1,0,0,0,0,1,0,1,0,2,1,4,6,3,8,9,10,7,5
1,285,1,0,0,0,0,0,1,0,1,0,3,8,6,1,10,9,7,2,4,5
1,326,0,1,0,0,0,0,1,0,1,0,8,3,6,5,4,1,9,2,7,10
1,319,0,1,0,0,0,0,1,0,1,0,7,2,1,5,4,9,8,10,3,6
0,227,0,0,1,0,0,0,0,1,0,1,5,8,6,3,4,1,2,7,9,10
1,291,0,0,1,0,0,0,0,1,0,1,3,9,4,1,8,7,6,10,2,5
0,209,0,1,0,0,0,0,0,1,0,1,5,8,3,2,4,6,1,9,10,7
